Batalha,Turno,Meu,Meu_Papel,Meu_HP,Adversario,Papel_Adv,HP_Adv,Matchup,Decisao,HP_Equipa_Meu,HP_Equipa_Adv
battle-gen9nationaldex-10901941,100,gliscor,TANK,0.75,pecharunt,TANK,0.66,OFFENSIVE_ADV,struggle,0.75,1.66
battle-gen9nationaldex-10901941,101,gliscor,TANK,0.62,pecharunt,TANK,0.64,OFFENSIVE_ADV,struggle,0.62,1.64
battle-gen9nationaldex-10901941,102,gliscor,TANK,0.50,pecharunt,TANK,0.62,OFFENSIVE_ADV,struggle,0.50,1.62
battle-gen9nationaldex-10901941,103,gliscor,TANK,0.38,pecharunt,TANK,0.61,OFFENSIVE_ADV,struggle,0.38,1.61
battle-gen9nationaldex-10901971,84,altariamega,TANK,0.06,rotomwash,TANK,0.19,DOMINANT,SWITCH->gliscor,1.06,0.19
battle-gen9nationaldex-10901971,85,gliscor,TANK,1.00,rotomwash,TANK,0.25,VOLATILE,uturn,1.06,0.25
battle-gen9nationaldex-10901971,85,gliscor,TANK,1.00,rotomwash,TANK,0.12,VOLATILE,SWITCH->altariamega,1.06,0.12
battle-gen9nationaldex-10901971,86,altariamega,TANK,0.03,rotomwash,TANK,0.15,DOMINANT,SWITCH->gliscor,1.03,0.15
battle-gen9nationaldex-10901971,87,gliscor,TANK,1.00,rotomwash,TANK,0.22,VOLATILE,uturn,1.03,0.22
battle-gen9nationaldex-10901971,87,gliscor,TANK,1.00,rotomwash,TANK,0.09,VOLATILE,SWITCH->altariamega,1.03,0.09
battle-gen9nationaldex-10901971,87,altaria,TANK,0.00,rotomwash,TANK,0.12,OFFENSIVE_ADV,SWITCH->gliscor,1.00,0.12
battle-gen9nationaldex-10901971,88,gliscor,TANK,1.00,rotomwash,TANK,0.12,VOLATILE,uturn,1.00,0.12
battle-gen9nationaldex-10902023,87,quagsire,TANK,0.81,gliscor,TANK,1.00,OFFENSIVE_DIS,SWITCH->heatran,1.72,1.34
battle-gen9nationaldex-10902023,88,heatran,TANK,0.81,zarude,TANK,0.34,OFFENSIVE_ADV,SWITCH->quagsire,1.62,1.34
battle-gen9nationaldex-10902023,89,quagsire,TANK,0.81,gliscor,TANK,1.00,OFFENSIVE_DIS,SWITCH->heatran,1.62,1.34
battle-gen9nationaldex-10902023,90,heatran,TANK,0.72,zarude,TANK,0.34,OFFENSIVE_ADV,toxic,1.53,1.34
battle-gen9nationaldex-10902023,91,heatran,TANK,0.78,gliscor,TANK,1.00,DEFENSIVE_DIS,SWITCH->quagsire,1.59,1.34
battle-gen9nationaldex-10902023,92,quagsire,TANK,0.71,zarude,TANK,0.34,CRITICAL_DIS,SWITCH->heatran,1.49,1.34
battle-gen9nationaldex-10902023,93,heatran,TANK,0.10,zarude,TANK,0.34,VOLATILE,SWITCH->quagsire,0.81,1.34
battle-gen9nationaldex-10902023,93,quagsire,TANK,0.00,zarude,TANK,0.34,CRITICAL_DIS,SWITCH->heatran,0.10,1.34
battle-gen9nationaldex-10902095,132,gliscor,TANK,1.00,gliscor,TANK,1.00,OFFENSIVE_DIS,roost,1.00,1.00
battle-gen9nationaldex-10902095,133,gliscor,TANK,1.00,gliscor,TANK,1.00,OFFENSIVE_DIS,struggle,1.00,1.00
battle-gen9nationaldex-10902095,134,gliscor,TANK,0.88,gliscor,TANK,1.00,OFFENSIVE_DIS,struggle,0.88,1.00
battle-gen9nationaldex-10902095,135,gliscor,TANK,0.75,gliscor,TANK,1.00,OFFENSIVE_DIS,struggle,0.75,1.00
battle-gen9nationaldex-10902095,136,gliscor,TANK,0.62,gliscor,TANK,1.00,OFFENSIVE_DIS,struggle,0.62,1.00
battle-gen9nationaldex-10902095,137,gliscor,TANK,0.50,gliscor,TANK,1.00,OFFENSIVE_DIS,struggle,0.50,1.00
battle-gen9nationaldex-10902095,138,gliscor,TANK,0.38,gliscor,TANK,1.00,OFFENSIVE_DIS,struggle,0.38,1.00
battle-gen9nationaldex-10902095,139,gliscor,TANK,0.25,gliscor,TANK,1.00,OFFENSIVE_DIS,struggle,0.25,1.00
battle-gen9nationaldex-10902171,121,toxapex,TANK,0.55,slowkinggalar,TANK,1.00,DEFENSIVE_DIS,haze,0.55,2.05
battle-gen9nationaldex-10902171,122,toxapex,TANK,0.43,slowkinggalar,TANK,1.00,DEFENSIVE_DIS,haze,0.43,2.05
battle-gen9nationaldex-10902171,123,toxapex,TANK,0.43,heatran,TANK,1.00,VOLATILE,haze,0.43,2.05
battle-gen9nationaldex-10902171,124,toxapex,TANK,0.43,slowkinggalar,TANK,1.00,DEFENSIVE_DIS,haze,0.43,2.05
battle-gen9nationaldex-10902171,125,toxapex,TANK,0.43,slowkinggalar,TANK,1.00,DEFENSIVE_DIS,haze,0.43,2.05
battle-gen9nationaldex-10902171,126,toxapex,TANK,0.34,slowkinggalar,TANK,1.00,DEFENSIVE_DIS,haze,0.34,2.05
battle-gen9nationaldex-10902171,127,toxapex,TANK,0.23,slowkinggalar,TANK,1.00,DEFENSIVE_DIS,haze,0.23,2.05
battle-gen9nationaldex-10902171,128,toxapex,TANK,0.23,heatran,TANK,1.00,VOLATILE,haze,0.23,2.05
battle-gen9nationaldex-10902237,91,garganacl,TANK,0.00,clefable,TANK,0.99,NEUTRAL,SWITCH->toxapex,1.00,0.99
battle-gen9nationaldex-10902237,92,toxapex,TANK,0.88,clefable,TANK,0.99,DEFENSIVE_ADV,scald,0.88,0.99
battle-gen9nationaldex-10902237,93,toxapex,TANK,0.74,clefable,TANK,0.95,DEFENSIVE_ADV,scald,0.74,0.95
battle-gen9nationaldex-10902237,94,toxapex,TANK,0.61,clefable,TANK,0.94,DEFENSIVE_ADV,scald,0.61,0.94
battle-gen9nationaldex-10902237,95,toxapex,TANK,0.48,clefable,TANK,0.91,DEFENSIVE_ADV,scald,0.48,0.91
battle-gen9nationaldex-10902237,96,toxapex,TANK,0.35,clefable,TANK,0.90,DEFENSIVE_ADV,scald,0.35,0.90
battle-gen9nationaldex-10902237,97,toxapex,TANK,0.23,clefable,TANK,0.87,DEFENSIVE_ADV,scald,0.23,0.87
battle-gen9nationaldex-10902237,98,toxapex,TANK,0.10,clefable,TANK,0.86,DEFENSIVE_ADV,scald,0.10,0.86
battle-gen9nationaldex-10902307,79,pecharunt,TANK,0.88,tyranitarmega,TANK,0.37,CRITICAL_DIS,shadowball,0.88,0.97
battle-gen9nationaldex-10902307,80,pecharunt,TANK,0.88,slowkinggalar,TANK,0.58,VOLATILE,shadowball,0.88,0.95
battle-gen9nationaldex-10902307,81,pecharunt,TANK,0.82,tyranitarmega,TANK,0.18,CRITICAL_DIS,shadowball,0.82,0.76
battle-gen9nationaldex-10902307,82,pecharunt,TANK,0.76,slowkinggalar,TANK,0.52,VOLATILE,recover,0.76,0.70
battle-gen9nationaldex-10902307,83,pecharunt,TANK,0.94,tyranitarmega,TANK,0.05,CRITICAL_DIS,shadowball,0.94,0.57
battle-gen9nationaldex-10902307,84,pecharunt,TANK,0.88,slowkinggalar,TANK,0.32,VOLATILE,shadowball,0.88,0.37
battle-gen9nationaldex-10902307,85,pecharunt,TANK,0.88,slowkinggalar,TANK,0.53,VOLATILE,shadowball,0.88,0.53
battle-gen9nationaldex-10902307,86,pecharunt,TANK,0.88,slowkinggalar,TANK,0.31,VOLATILE,shadowball,0.88,0.31
battle-gen9nationaldex-10902311,74,toxapex,TANK,0.48,chansey,TANK,0.72,NEUTRAL,SWITCH->clefable,0.97,1.47
battle-gen9nationaldex-10902311,75,clefable,TANK,0.24,chansey,TANK,0.60,NEUTRAL,SWITCH->toxapex,1.05,1.35
battle-gen9nationaldex-10902311,76,toxapex,TANK,0.30,chansey,TANK,0.41,NEUTRAL,SWITCH->clefable,0.54,1.16
battle-gen9nationaldex-10902311,76,clefable,TANK,0.00,chansey,TANK,0.17,NEUTRAL,SWITCH->toxapex,0.63,0.92
battle-gen9nationaldex-10902311,77,toxapex,TANK,0.51,chansey,TANK,0.17,NEUTRAL,recover,0.51,0.92
battle-gen9nationaldex-10902311,78,toxapex,TANK,0.62,venusaur,TANK,0.52,OFFENSIVE_DIS,scald,0.62,0.75
battle-gen9nationaldex-10902311,79,toxapex,TANK,0.39,venusaur,TANK,0.52,OFFENSIVE_DIS,scald,0.39,0.75
battle-gen9nationaldex-10902311,80,toxapex,TANK,0.16,venusaur,TANK,0.51,OFFENSIVE_DIS,scald,0.16,0.74
battle-gen9nationaldex-10902316,74,blissey,TANK,0.96,magnezone,TANK,0.12,OFFENSIVE_DIS,icebeam,0.96,1.18
battle-gen9nationaldex-10902316,75,blissey,TANK,0.96,magnezone,TANK,0.12,OFFENSIVE_DIS,icebeam,0.96,1.12
battle-gen9nationaldex-10902316,76,blissey,TANK,0.96,gliscor,TANK,0.25,OFFENSIVE_ADV,icebeam,0.96,0.37
battle-gen9nationaldex-10902316,77,blissey,TANK,0.81,magnezone,TANK,0.12,OFFENSIVE_DIS,icebeam,0.81,0.37
battle-gen9nationaldex-10902316,78,blissey,TANK,0.81,gliscor,TANK,0.38,OFFENSIVE_ADV,icebeam,0.81,0.50
battle-gen9nationaldex-10902316,79,blissey,TANK,0.65,magnezone,TANK,0.12,OFFENSIVE_DIS,icebeam,0.65,0.50
battle-gen9nationaldex-10902316,80,blissey,TANK,0.65,gliscor,TANK,0.50,OFFENSIVE_ADV,icebeam,0.65,0.62
battle-gen9nationaldex-10902316,81,blissey,TANK,0.51,gliscor,TANK,0.50,OFFENSIVE_ADV,icebeam,0.51,0.50
battle-gen9nationaldex-10902394,83,corviknight,TANK,0.75,slowbro,TANK,0.63,OFFENSIVE_ADV,roost,1.33,1.58
battle-gen9nationaldex-10902394,84,corviknight,TANK,0.72,slowbro,TANK,0.57,OFFENSIVE_ADV,roost,1.31,1.52
battle-gen9nationaldex-10902394,85,corviknight,TANK,0.94,corviknight,TANK,1.00,STALEMATE,SWITCH->slowbro,1.52,1.57
battle-gen9nationaldex-10902394,86,slowbro,TANK,0.52,sirfetchd,SWEEPER,1.00,DOMINANT,scald,1.46,2.57
battle-gen9nationaldex-10902394,87,slowbro,TANK,0.13,sirfetchd,SWEEPER,0.40,DOMINANT,scald,1.07,1.97
battle-gen9nationaldex-10902394,87,slowbro,TANK,0.00,sirfetchd,SWEEPER,0.40,DOMINANT,SWITCH->corviknight,0.94,1.97
battle-gen9nationaldex-10902394,88,corviknight,TANK,0.94,sirfetchd,SWEEPER,0.40,OFFENSIVE_ADV,uturn,0.94,1.97
battle-gen9nationaldex-10902394,89,corviknight,TANK,0.14,sirfetchd,SWEEPER,0.30,OFFENSIVE_ADV,uturn,0.14,1.87
battle-gen9nationaldex-10902404,119,toxapex,TANK,0.94,gliscor,TANK,1.00,VOLATILE,haze,0.94,1.00
battle-gen9nationaldex-10902404,120,toxapex,TANK,0.94,gliscor,TANK,1.00,VOLATILE,haze,0.94,1.00
battle-gen9nationaldex-10902404,121,toxapex,TANK,0.87,gliscor,TANK,0.88,VOLATILE,haze,0.87,0.88
battle-gen9nationaldex-10902404,122,toxapex,TANK,0.81,gliscor,TANK,0.75,VOLATILE,haze,0.81,0.75
battle-gen9nationaldex-10902404,123,toxapex,TANK,0.74,gliscor,TANK,0.63,VOLATILE,toxic,0.74,0.63
battle-gen9nationaldex-10902404,124,toxapex,TANK,0.67,gliscor,TANK,0.50,VOLATILE,toxic,0.67,0.50
battle-gen9nationaldex-10902404,125,toxapex,TANK,0.60,gliscor,TANK,0.38,VOLATILE,toxic,0.60,0.38
battle-gen9nationaldex-10902404,126,toxapex,TANK,0.54,gliscor,TANK,0.25,VOLATILE,toxic,0.54,0.25
battle-gen9nationaldex-10902406,100,gliscor,TANK,1.00,gliscor,TANK,1.00,NEUTRAL,protect,3.00,1.00
battle-gen9nationaldex-10902406,101,gliscor,TANK,1.00,gliscor,TANK,1.00,NEUTRAL,protect,3.00,1.00
battle-gen9nationaldex-10902406,102,gliscor,TANK,1.00,gliscor,TANK,1.00,NEUTRAL,protect,3.00,1.00
battle-gen9nationaldex-10902406,103,gliscor,TANK,1.00,gliscor,TANK,1.00,NEUTRAL,protect,3.00,1.00
battle-gen9nationaldex-10902406,104,gliscor,TANK,1.00,gliscor,TANK,1.00,NEUTRAL,protect,3.00,1.00
battle-gen9nationaldex-10902406,105,gliscor,TANK,1.00,gliscor,TANK,0.88,NEUTRAL,facade,3.00,0.88
battle-gen9nationaldex-10902406,106,gliscor,TANK,1.00,gliscor,TANK,0.52,NEUTRAL,SWITCH->skarmory,3.00,0.52
battle-gen9nationaldex-10902406,107,skarmory,TANK,0.97,gliscor,TANK,0.23,STALEMATE,SWITCH->pecharunt,2.97,0.23
battle-gen9nationaldex-10902417,85,reuniclus,TANK,0.60,steelix,TANK,1.00,OFFENSIVE_ADV,recover,0.60,1.46
battle-gen9nationaldex-10902417,86,reuniclus,TANK,1.00,ninetales,TANK,0.41,NEUTRAL,psyshock,1.00,1.46
battle-gen9nationaldex-10902417,87,reuniclus,TANK,1.00,steelix,TANK,0.98,OFFENSIVE_ADV,psyshock,1.00,1.44
battle-gen9nationaldex-10902417,88,reuniclus,TANK,1.00,steelix,TANK,0.98,OFFENSIVE_ADV,psyshock,1.00,1.03
battle-gen9nationaldex-10902417,89,reuniclus,TANK,1.00,steelix,TANK,0.98,OFFENSIVE_ADV,focusblast,1.00,0.98
battle-gen9nationaldex-10902417,90,reuniclus,TANK,0.75,steelix,TANK,0.11,OFFENSIVE_ADV,focusblast,0.75,0.11
battle-gen9nationaldex-10902417,91,reuniclus,TANK,0.50,steelix,TANK,0.17,OFFENSIVE_ADV,focusblast,0.50,0.17
battle-gen9nationaldex-10902417,92,reuniclus,TANK,0.24,steelix,TANK,0.23,OFFENSIVE_ADV,focusblast,0.24,0.23
battle-gen9nationaldex-10902441,99,corviknight,TANK,0.00,heatran,TANK,0.74,CRITICAL_DIS,SWITCH->heatran,1.00,1.44
battle-gen9nationaldex-10902441,100,heatran,TANK,1.00,heatran,TANK,0.74,VOLATILE,earthpower,1.00,1.44
battle-gen9nationaldex-10902441,101,heatran,TANK,1.00,quagsire,TANK,0.44,DEFENSIVE_DIS,magmastorm,1.00,1.18
battle-gen9nationaldex-10902441,102,heatran,TANK,1.00,heatran,TANK,0.80,VOLATILE,earthpower,1.00,1.24
battle-gen9nationaldex-10902441,103,heatran,TANK,1.00,quagsire,TANK,0.18,DEFENSIVE_DIS,magmastorm,1.00,0.98
battle-gen9nationaldex-10902441,104,heatran,TANK,1.00,heatran,TANK,0.86,VOLATILE,earthpower,1.00,1.04
battle-gen9nationaldex-10902441,105,heatran,TANK,1.00,heatran,TANK,0.86,VOLATILE,earthpower,1.00,0.86
battle-gen9nationaldex-10902441,106,heatran,TANK,0.35,heatran,TANK,0.24,VOLATILE,earthpower,0.35,0.24
battle-gen9nationaldex-10902525,144,slowkinggalar,TANK,0.88,toxapex,TANK,0.90,OFFENSIVE_ADV,futuresight,1.88,0.90
battle-gen9nationaldex-10902525,145,slowkinggalar,TANK,0.82,toxapex,TANK,0.90,OFFENSIVE_ADV,slackoff,1.82,0.90
battle-gen9nationaldex-10902525,146,slowkinggalar,TANK,0.94,toxapex,TANK,0.30,OFFENSIVE_ADV,futuresight,1.94,0.30
battle-gen9nationaldex-10902525,147,slowkinggalar,TANK,0.88,toxapex,TANK,0.80,OFFENSIVE_ADV,SWITCH->heatran,1.88,0.80
battle-gen9nationaldex-10902525,148,heatran,TANK,1.00,toxapex,TANK,1.00,VOLATILE,SWITCH->slowkinggalar,2.00,1.00
battle-gen9nationaldex-10902525,149,slowkinggalar,TANK,0.94,toxapex,TANK,0.47,OFFENSIVE_ADV,futuresight,1.94,0.47
battle-gen9nationaldex-10902525,150,slowkinggalar,TANK,0.88,toxapex,TANK,0.47,OFFENSIVE_ADV,SWITCH->heatran,1.88,0.47
battle-gen9nationaldex-10902525,151,heatran,TANK,1.00,toxapex,TANK,0.47,VOLATILE,SWITCH->slowkinggalar,2.00,0.47
battle-gen9nationaldex-10902578,993,quagsire,TANK,0.26,amoonguss,TANK,1.00,DEFENSIVE_DIS,SWITCH->amoonguss,1.31,1.37
battle-gen9nationaldex-10902578,994,amoonguss,TANK,1.00,quagsire,TANK,0.33,OFFENSIVE_ADV,SWITCH->quagsire,1.31,1.37
battle-gen9nationaldex-10902578,995,quagsire,TANK,0.26,amoonguss,TANK,1.00,DEFENSIVE_DIS,SWITCH->amoonguss,1.31,1.37
battle-gen9nationaldex-10902578,996,amoonguss,TANK,1.00,quagsire,TANK,0.33,OFFENSIVE_ADV,SWITCH->quagsire,1.31,1.37
battle-gen9nationaldex-10902578,997,quagsire,TANK,0.26,amoonguss,TANK,1.00,DEFENSIVE_DIS,SWITCH->amoonguss,1.31,1.37
battle-gen9nationaldex-10902578,998,amoonguss,TANK,1.00,quagsire,TANK,0.33,OFFENSIVE_ADV,SWITCH->quagsire,1.31,1.37
battle-gen9nationaldex-10902578,999,quagsire,TANK,0.26,amoonguss,TANK,1.00,DEFENSIVE_DIS,SWITCH->amoonguss,1.31,1.37
battle-gen9nationaldex-10902578,1000,amoonguss,TANK,1.00,quagsire,TANK,0.33,OFFENSIVE_ADV,SWITCH->quagsire,1.31,1.37
battle-gen9nationaldex-10902584,82,latios,UTILITY,0.88,altariamega,TANK,1.00,DEFENSIVE_DIS,trick,1.28,2.26
battle-gen9nationaldex-10902584,83,latios,UTILITY,0.88,tapukoko,SWEEPER,0.26,DEFENSIVE_DIS,dracometeor,1.28,2.26
battle-gen9nationaldex-10902584,84,latios,UTILITY,0.51,tapukoko,SWEEPER,0.26,DEFENSIVE_DIS,dracometeor,0.91,2.26
battle-gen9nationaldex-10902584,85,latios,UTILITY,0.17,tapukoko,SWEEPER,0.26,DEFENSIVE_DIS,dracometeor,0.57,2.26
battle-gen9nationaldex-10902584,85,latios,UTILITY,0.00,tapukoko,SWEEPER,0.26,DEFENSIVE_DIS,SWITCH->melmetal,0.40,2.26
battle-gen9nationaldex-10902584,86,melmetal,TANK,0.34,tapukoko,SWEEPER,0.26,OFFENSIVE_ADV,icepunch,0.34,2.26
battle-gen9nationaldex-10902584,87,melmetal,TANK,0.29,gliscor,TANK,1.00,VOLATILE,icepunch,0.29,2.00
battle-gen9nationaldex-10902584,88,melmetal,TANK,0.24,altariamega,TANK,0.28,VOLATILE,icepunch,0.24,1.28
battle-gen9nationaldex-10902637,95,hippowdon,TANK,0.02,latias,TANK,1.00,NEUTRAL,stealthrock,0.02,1.00
battle-gen9nationaldex-10902637,96,hippowdon,TANK,0.02,latias,TANK,1.00,NEUTRAL,stealthrock,0.02,1.00
battle-gen9nationaldex-10902637,97,hippowdon,TANK,0.02,latias,TANK,1.00,NEUTRAL,stealthrock,0.02,1.00
battle-gen9nationaldex-10902637,98,hippowdon,TANK,0.02,latias,TANK,1.00,NEUTRAL,stealthrock,0.02,1.00
battle-gen9nationaldex-10902637,99,hippowdon,TANK,0.02,latias,TANK,1.00,NEUTRAL,stealthrock,0.02,1.00
battle-gen9nationaldex-10902637,100,hippowdon,TANK,0.02,latias,TANK,1.00,NEUTRAL,stealthrock,0.02,1.00
battle-gen9nationaldex-10902637,101,hippowdon,TANK,0.02,latias,TANK,1.00,NEUTRAL,stealthrock,0.02,1.00
battle-gen9nationaldex-10902637,102,hippowdon,TANK,0.02,latias,TANK,1.00,NEUTRAL,stealthrock,0.02,1.00
battle-gen9nationaldex-10902668,85,kommoo,TANK,0.51,latias,TANK,0.82,VOLATILE,SWITCH->slowbro,1.51,0.82
