Batalha,Turnos,Resultado,Meu_Time,Time_Adversario,Meus_Papeis,Papeis_Adversario
battle-gen9nationaldex-10729228,131,DERROTA,sirfetchd/slowbro/krookodile/greninja/corviknight/charizard,landorustherian/magnezone/porygon2/mawile/slowbro/cursola,SWEE/TANK/TANK/SWEE/TANK/TANK,SWEE/TANK/TANK/TANK/TANK/SWEE
battle-gen9nationaldex-10729264,94,DERROTA,politoed/barraskewda/zapdos/ferrothorn/toxapex/kingdra,landorustherian/kartana/tyranitar/skarmory/slowkinggalar/tapubulu,TANK/SWEE/TANK/TANK/TANK/TANK,SWEE/SWEE/TANK/TANK/TANK/TANK
battle-gen9nationaldex-10729307,94,DERROTA,zapdosgalar/blissey/gliscor/skarmory/pecharunt/absol,landorustherian/skarmory/slowkinggalar/kartana/tyranitar/tapubulu,TANK/TANK/TANK/TANK/TANK/SWEE,SWEE/TANK/TANK/SWEE/TANK/TANK
battle-gen9nationaldex-10729327,95,VITORIA,tyranitar/kartana/landorustherian/skarmory/slowkinggalar/tapubulu,deoxysdefense/azumarill/heatran/venusaur/excadrill/meganium,TANK/SWEE/SWEE/TANK/TANK/TANK,TANK/TANK/TANK/TANK/UTIL/TANK
battle-gen9nationaldex-10729369,103,VITORIA,abomasnow/reuniclus/slowbro/porygon2/stakataka/gliscor,scizor/krookodile/cloyster/latias/mawile/gengar,TANK/TANK/TANK/TANK/TANK/TANK,UTIL/TANK/TANK/TANK/TANK/SWEE
battle-gen9nationaldex-10729394,104,VITORIA,sirfetchd/slowbro/krookodile/greninja/corviknight/charizard,corviknight/weavile/hippowdon/slowbro/magnezone/aron,SWEE/TANK/TANK/SWEE/TANK/TANK,TANK/SWEE/TANK/TANK/TANK/TANK
battle-gen9nationaldex-10729402,121,VITORIA,tyranitar/kartana/landorustherian/skarmory/slowkinggalar/tapubulu,deoxysdefense/azumarill/heatran/venusaur/excadrill/meganium,TANK/SWEE/SWEE/TANK/TANK/TANK,TANK/TANK/TANK/TANK/UTIL/TANK
battle-gen9nationaldex-10729406,91,VITORIA,zapdosgalar/blissey/gliscor/skarmory/pecharunt/absol,rillaboom/sableye/slowbro/heatran/gliscor/kommoo,TANK/TANK/TANK/TANK/TANK/SWEE,TANK/TANK/TANK/TANK/TANK/TANK
battle-gen9nationaldex-10729428,89,VITORIA,aron/hippowdon/slowbro/corviknight/weavile/magnezone,scizor/krookodile/latias/mawile/gengar/cloyster,TANK/TANK/TANK/TANK/SWEE/TANK,UTIL/TANK/TANK/TANK/SWEE/TANK
battle-gen9nationaldex-10729441,117,DERROTA,charizard/corviknight/tapubulu/duraludon/heatran/indeedeef,umbreon/heatran/mandibuzz/quagsire/amoonguss/ferrothorn,TANK/TANK/TANK/UTIL/TANK/TANK,TANK/TANK/TANK/TANK/TANK/TANK
battle-gen9nationaldex-10729492,129,VITORIA,infernape/houndoom/steelix/drifblim/ninetales/rotomheat,zapdosgalar/blissey/absol/gliscor/pecharunt/skarmory,UTIL/SWEE/TANK/TANK/TANK/TANK,TANK/TANK/SWEE/TANK/TANK/TANK
battle-gen9nationaldex-10729503,96,VITORIA,charizard/corviknight/heatran/kartana/gliscor/hydreigon,rotomwash/pelipper/seismitoad/omastar/scizor/amoonguss,TANK/TANK/TANK/SWEE/TANK/TANK,TANK/TANK/TANK/TANK/UTIL/TANK
battle-gen9nationaldex-10729525,90,DERROTA,tyranitar/reuniclus/magnezone/clefable/toxapex/landorustherian,landorustherian/mamoswine/heatran/arctozolt/slowkinggalar/ninetalesalola,TANK/TANK/TANK/TANK/TANK/SWEE,SWEE/TANK/TANK/TANK/TANK/TANK
battle-gen9nationaldex-10729575,95,VITORIA,ninetalesalola/arctozolt/mamoswine/heatran/slowkinggalar/landorustherian,magnezone/landorustherian/reuniclus/clefable/tyranitar/toxapex,TANK/TANK/TANK/TANK/TANK/SWEE,TANK/SWEE/TANK/TANK/TANK/TANK
battle-gen9nationaldex-10729578,1000,EMPATE,quagsire/amoonguss/mandibuzz/heatran/ferrothorn/umbreon,umbreon/mandibuzz/ferrothorn/heatran/amoonguss/quagsire,TANK/TANK/TANK/TANK/TANK/TANK,TANK/TANK/TANK/TANK/TANK/TANK
battle-gen9nationaldex-10729596,80,VITORIA,gallade/xurkitree/tapukoko/gliscor/heatran/serperior,corviknight/excadrill/slowbro/dracozolt/tyranitar/clefable,UTIL/SWEE/SWEE/TANK/TANK/TANK,TANK/UTIL/TANK/TANK/TANK/TANK
battle-gen9nationaldex-10729621,135,DERROTA,pelipper/swampert/ragingbolt/ferrothorn/mantine/garchomp,corviknight/magnezone/weavile/slowbro/aron/hippowdon,TANK/TANK/TANK/TANK/TANK/TANK,TANK/TANK/SWEE/TANK/TANK/TANK
battle-gen9nationaldex-10729633,83,DERROTA,mawile/tyranitar/hawlucha/tapulele/dragonite/araquanid,araquanid/hawlucha/tapulele/mawilemega/tyranitar/dragonite,TANK/TANK/UTIL/UTIL/TANK/TANK,TANK/UTIL/UTIL/TANK/TANK/TANK
battle-gen9nationaldex-10729669,100,VITORIA,komala/magnezone/serperior/aggron/hydreigon/gliscor,corviknight/tapubulu/heatran/duraludon/charizard/indeedeef,UTIL/TANK/TANK/TANK/TANK/TANK,TANK/TANK/TANK/UTIL/TANK/TANK
battle-gen9nationaldex-10729676,85,VITORIA,abomasnow/rillaboom/magnezone/moltres/krookodile/necrozma,stakataka/gliscor/slowbro/reuniclus/porygon2/abomasnow,TANK/TANK/TANK/TANK/TANK/TANK,TANK/TANK/TANK/TANK/TANK/TANK
battle-gen9nationaldex-10729677,83,DERROTA,abomasnow/reuniclus/slowbro/porygon2/stakataka/gliscor,rillaboom/gliscor/kommoo/slowbro/sableyemega/heatran,TANK/TANK/TANK/TANK/TANK/TANK,TANK/TANK/TANK/TANK/TANK/TANK
battle-gen9nationaldex-10729694,95,DERROTA,sirfetchd/slowbro/krookodile/greninja/corviknight/charizard,umbreon/amoonguss/heatran/mandibuzz/quagsire/ferrothorn,SWEE/TANK/TANK/SWEE/TANK/TANK,TANK/TANK/TANK/TANK/TANK/TANK
battle-gen9nationaldex-10729702,137,DERROTA,dubwool/tyranitar/rillaboom/clefable/excadrill/latias,landorustherian/heatran/mamoswine/slowkinggalar/ninetalesalola/arctozolt,TANK/TANK/TANK/TANK/UTIL/TANK,SWEE/TANK/TANK/TANK/TANK/TANK
battle-gen9nationaldex-10729710,1000,EMPATE,abomasnow/reuniclus/slowbro/porygon2/stakataka/gliscor,greninja/corviknight/charizard/slowbro/krookodile/sirfetchd,TANK/TANK/TANK/TANK/TANK/TANK,SWEE/TANK/TANK/TANK/TANK/SWEE
battle-gen9nationaldex-10729730,146,DERROTA,dondozo/garganacl/corviknight/blissey/toxapex/zapdos,corviknight/excadrill/dracozolt/slowbro/tyranitar/clefable,TANK/TANK/TANK/TANK/TANK/TANK,TANK/UTIL/TANK/TANK/TANK/TANK
battle-gen9nationaldex-10729800,87,VITORIA,zapdosgalar/blissey/gliscor/skarmory/pecharunt/absol,umbreon/quagsire/amoonguss/mandibuzz/heatran/ferrothorn,TANK/TANK/TANK/TANK/TANK/SWEE,TANK/TANK/TANK/TANK/TANK/TANK
battle-gen9nationaldex-10729873,81,VITORIA,cloyster/deoxysdefense/golemalola/kommoo/landorustherian/scizor,urshifurapidstrike/landorustherian/kartana/latios/melmetal/audino,TANK/TANK/TANK/TANK/SWEE/UTIL,UTIL/SWEE/SWEE/UTIL/TANK/TANK
battle-gen9nationaldex-10729889,91,DERROTA,ninetalesalola/reuniclus/walrein/arctozolt/kyurem/sandslashalola,mandibuzz/dondozo/venusaur/gastrodon/chansey/garganacl,TANK/TANK/TANK/TANK/TANK/TANK,TANK/TANK/TANK/TANK/TANK/TANK
battle-gen9nationaldex-10729966,140,VITORIA,aron/hippowdon/slowbro/corviknight/weavile/magnezone,ferrothorn/swampertmega/ragingbolt/pelipper/mantine/garchomp,TANK/TANK/TANK/TANK/SWEE/TANK,TANK/TANK/TANK/TANK/TANK/TANK
battle-gen9nationaldex-10730064,90,VITORIA,mawile/slowbro/porygon2/magnezone/cursola/landorustherian,corviknight/pidgeot/mamoswine/latias/emboar/tapubulu,TANK/TANK/TANK/TANK/SWEE/SWEE,TANK/TANK/TANK/TANK/TANK/TANK
battle-gen9nationaldex-10730116,100,DERROTA,cloyster/deoxysdefense/golemalola/kommoo/landorustherian/scizor,rillaboom/excadrill/clefable/dubwool/tyranitar/latias,TANK/TANK/TANK/TANK/SWEE/UTIL,TANK/UTIL/TANK/TANK/TANK/TANK
battle-gen9nationaldex-10730148,97,VITORIA,steelix/tyranitar/toxapex/clefable/buzzwole/mandibuzz,kyurem/arctozolt/ninetalesalola/sandslashalola/reuniclus/walrein,TANK/TANK/TANK/TANK/TANK/TANK,TANK/TANK/TANK/TANK/TANK/TANK
battle-gen9nationaldex-10730182,110,DERROTA,audino/melmetal/landorustherian/urshifurapidstrike/kartana/latios,scizor/starmie/charizard/typhlosion/tyranitar/tangrowth,TANK/TANK/SWEE/UTIL/SWEE/UTIL,UTIL/UTIL/TANK/TANK/TANK/TANK
battle-gen9nationaldex-10730255,80,DERROTA,mawile/slowbro/porygon2/magnezone/cursola/landorustherian,blissey/corviknight/zapdos/toxapex/dondozo/garganacl,TANK/TANK/TANK/TANK/SWEE/SWEE,TANK/TANK/TANK/TANK/TANK/TANK
battle-gen9nationaldex-10730262,84,DERROTA,pelipper/swampert/ragingbolt/ferrothorn/mantine/garchomp,lopunny/magnezone/yanmega/tapufini/garchomp/slowbro,TANK/TANK/TANK/TANK/TANK/TANK,TANK/TANK/UTIL/TANK/TANK/TANK
battle-gen9nationaldex-10730291,140,DERROTA,abomasnow/reuniclus/slowbro/porygon2/stakataka/gliscor,zapdosgalar/absol/gliscor/skarmory/blissey/pecharunt,TANK/TANK/TANK/TANK/TANK/TANK,TANK/SWEE/TANK/TANK/TANK/TANK
battle-gen9nationaldex-10730301,88,VITORIA,charizard/corviknight/heatran/kartana/gliscor/hydreigon,mandibuzz/venusaur/chansey/dondozo/gastrodon/garganacl,TANK/TANK/TANK/SWEE/TANK/TANK,TANK/TANK/TANK/TANK/TANK/TANK
battle-gen9nationaldex-10730303,89,VITORIA,ninetalesalola/arctozolt/mamoswine/heatran/slowkinggalar/landorustherian,landorustherian/tapufini/houndoommega/blaziken/torkoal/venusaur,TANK/TANK/TANK/TANK/TANK/SWEE,SWEE/TANK/SWEE/UTIL/TANK/TANK
battle-gen9nationaldex-10730304,83,DERROTA,emboar/latias/tapubulu/mamoswine/corviknight/pidgeot,gliscor/charizardmegax/kartana/heatran/hydreigon/corviknight,TANK/TANK/TANK/TANK/TANK/TANK,TANK/TANK/SWEE/TANK/TANK/TANK
battle-gen9nationaldex-10730326,90,DERROTA,mawile/slowbro/porygon2/magnezone/cursola/landorustherian,blissey/corviknight/zapdos/toxapex/dondozo,TANK/TANK/TANK/TANK/SWEE/SWEE,TANK/TANK/TANK/TANK/TANK
battle-gen9nationaldex-10730346,91,DERROTA,pelipper/swampert/zapdos/manaphy/greninja/ferrothorn,rotomwash/amoonguss/scizor/seismitoad/pelipper/omastar,TANK/TANK/TANK/TANK/SWEE/TANK,TANK/TANK/UTIL/TANK/TANK/TANK
battle-gen9nationaldex-10730347,174,VITORIA,abomasnow/reuniclus/slowbro/porygon2/stakataka/gliscor,stakataka/gliscor/porygon2/reuniclus/abomasnow/slowbro,TANK/TANK/TANK/TANK/TANK/TANK,TANK/TANK/TANK/TANK/TANK/TANK
battle-gen9nationaldex-10730363,82,VITORIA,volcarona/mawile/garchomp/ferrothorn/zebstrika/landorustherian,deoxysdefense/heatran/azumarill/venusaur/excadrill/meganium,SWEE/TANK/TANK/TANK/SWEE/SWEE,TANK/TANK/TANK/TANK/UTIL/TANK
battle-gen9nationaldex-10730376,98,DERROTA,latios/mukalola/magnezone/clefable/landorustherian/aegislash,umbreon/heatran/quagsire/mandibuzz/amoonguss/ferrothorn,UTIL/TANK/TANK/TANK/SWEE/SWEE,TANK/TANK/TANK/TANK/TANK/TANK
battle-gen9nationaldex-10730441,82,VITORIA,gengar/volcarona/garchomp/tapukoko/tyranitar/corviknight,mandibuzz/gastrodon/venusaurmega/dondozo/chansey/garganacl,SWEE/SWEE/TANK/SWEE/TANK/TANK,TANK/TANK/TANK/TANK/TANK/TANK
battle-gen9nationaldex-10730443,124,VITORIA,magneton/tapukoko/altaria/kartana/gliscor/zarude,landorustherian/tyranitar/kartana/slowkinggalar/skarmory/tapubulu,SWEE/SWEE/TANK/SWEE/TANK/TANK,SWEE/TANK/SWEE/TANK/TANK/TANK
battle-gen9nationaldex-10730468,87,DERROTA,magneton/tapukoko/altaria/kartana/gliscor/zarude,corviknight/magnezone/hippowdon/weavile/aron/slowbro,SWEE/SWEE/TANK/SWEE/TANK/TANK,TANK/TANK/TANK/SWEE/TANK/TANK
battle-gen9nationaldex-10730475,90,VITORIA,magneton/tapukoko/altaria/kartana/gliscor/zarude,corviknight/latias/mamoswine/emboar/pidgeot/tapubulu,SWEE/SWEE/TANK/SWEE/TANK/TANK,TANK/TANK/TANK/TANK/TANK/TANK
battle-gen9nationaldex-10730531,1000,EMPATE,gallade/xurkitree/tapukoko/gliscor/heatran/serperior,rillaboom/slowbro/gliscor/kommoo/heatran/sableye,UTIL/SWEE/SWEE/TANK/TANK/TANK,TANK/TANK/TANK/TANK/TANK/TANK
battle-gen9nationaldex-10730570,93,VITORIA,aron/hippowdon/slowbro/corviknight/weavile/magnezone,articuno/quagsire/weavile/mamoswine/abomasnow/piloswine,TANK/TANK/TANK/TANK/SWEE/TANK,TANK/TANK/SWEE/TANK/TANK/TANK
battle-gen9nationaldex-10730592,120,VITORIA,pelipper/swampert/ragingbolt/ferrothorn/mantine/garchomp,lopunnymega/magnezone/yanmega/tapufini/garchomp/slowbro,TANK/TANK/TANK/TANK/TANK/TANK,TANK/TANK/UTIL/TANK/TANK/TANK
battle-gen9nationaldex-10730609,123,DERROTA,magneton/tapukoko/altaria/kartana/gliscor/zarude,stakataka/gliscor/porygon2/abomasnow/reuniclus/slowbro,SWEE/SWEE/TANK/SWEE/TANK/TANK,TANK/TANK/TANK/TANK/TANK/TANK
