Batalha,Turno,Meu,Meu_Papel,Meu_HP,Adversario,Papel_Adv,HP_Adv,Matchup,Decisao,HP_Equipa_Meu,HP_Equipa_Adv
battle-gen9nationaldex-10728748,290,porygon2,TANK,1.00,slowkinggalar,TANK,0.94,NEUTRAL,recover,1.00,1.81
battle-gen9nationaldex-10728748,291,porygon2,TANK,1.00,tapubulu,TANK,0.93,VOLATILE,recover,1.00,1.87
battle-gen9nationaldex-10728748,292,porygon2,TANK,1.00,slowkinggalar,TANK,0.94,NEUTRAL,struggle,1.00,1.87
battle-gen9nationaldex-10728748,293,porygon2,TANK,0.79,slowkinggalar,TANK,0.62,NEUTRAL,struggle,0.79,1.55
battle-gen9nationaldex-10728748,294,porygon2,TANK,0.60,tapubulu,TANK,0.93,VOLATILE,struggle,0.60,1.55
battle-gen9nationaldex-10728748,295,porygon2,TANK,0.41,slowkinggalar,TANK,0.86,NEUTRAL,struggle,0.41,1.79
battle-gen9nationaldex-10728748,296,porygon2,TANK,0.22,tapubulu,TANK,0.92,VOLATILE,struggle,0.22,1.78
battle-gen9nationaldex-10728753,86,mandibuzz,TANK,0.00,slowbro,TANK,1.00,VOLATILE,SWITCH->ferrothorn,1.81,1.00
battle-gen9nationaldex-10728753,87,ferrothorn,TANK,0.05,slowbro,TANK,1.00,OFFENSIVE_ADV,SWITCH->quagsire,1.75,1.00
battle-gen9nationaldex-10728753,87,quagsire,TANK,0.00,slowbro,TANK,1.00,NEUTRAL,SWITCH->ferrothorn,1.64,1.00
battle-gen9nationaldex-10728753,87,ferrothorn,TANK,0.00,slowbro,TANK,1.00,OFFENSIVE_ADV,SWITCH->heatran,1.59,1.00
battle-gen9nationaldex-10728753,88,heatran,TANK,0.46,slowbro,TANK,1.00,DEFENSIVE_DIS,toxic,1.46,1.00
battle-gen9nationaldex-10728753,89,heatran,TANK,0.17,slowbro,TANK,0.94,DEFENSIVE_DIS,earthpower,1.17,0.94
battle-gen9nationaldex-10728753,90,heatran,TANK,0.20,slowbro,TANK,0.57,DEFENSIVE_DIS,earthpower,1.20,0.57
battle-gen9nationaldex-10728753,91,heatran,TANK,0.23,slowbro,TANK,0.13,DEFENSIVE_DIS,earthpower,1.23,0.13
battle-gen9nationaldex-10728785,84,quagsire,TANK,1.00,corviknight,TANK,0.95,OFFENSIVE_DIS,recover,1.00,0.95
battle-gen9nationaldex-10728785,85,quagsire,TANK,1.00,corviknight,TANK,0.93,OFFENSIVE_DIS,recover,1.00,0.93
battle-gen9nationaldex-10728785,86,quagsire,TANK,1.00,corviknight,TANK,0.91,OFFENSIVE_DIS,toxic,1.00,0.91
battle-gen9nationaldex-10728785,87,quagsire,TANK,0.79,corviknight,TANK,0.88,OFFENSIVE_DIS,toxic,0.79,0.88
battle-gen9nationaldex-10728785,88,quagsire,TANK,0.60,corviknight,TANK,0.87,OFFENSIVE_DIS,toxic,0.60,0.87
battle-gen9nationaldex-10728785,89,quagsire,TANK,0.40,corviknight,TANK,0.84,OFFENSIVE_DIS,toxic,0.40,0.84
battle-gen9nationaldex-10728785,90,quagsire,TANK,0.46,corviknight,TANK,1.00,OFFENSIVE_DIS,toxic,0.46,1.00
battle-gen9nationaldex-10728785,91,quagsire,TANK,0.14,corviknight,TANK,0.94,OFFENSIVE_DIS,toxic,0.14,0.94
battle-gen9nationaldex-10728788,93,slowkinggalar,TANK,0.94,porygon2,TANK,0.79,NEUTRAL,sludgebomb,1.88,0.79
battle-gen9nationaldex-10728788,94,slowkinggalar,TANK,0.94,porygon2,TANK,0.78,NEUTRAL,sludgebomb,1.88,0.78
battle-gen9nationaldex-10728788,95,slowkinggalar,TANK,0.88,porygon2,TANK,0.73,NEUTRAL,sludgebomb,1.82,0.73
battle-gen9nationaldex-10728788,96,slowkinggalar,TANK,0.82,porygon2,TANK,0.71,NEUTRAL,SWITCH->tapubulu,1.75,0.71
battle-gen9nationaldex-10728788,97,tapubulu,TANK,0.94,porygon2,TANK,0.65,VOLATILE,SWITCH->slowkinggalar,1.94,0.65
battle-gen9nationaldex-10728788,98,slowkinggalar,TANK,0.94,porygon2,TANK,0.59,NEUTRAL,sludgebomb,1.88,0.59
battle-gen9nationaldex-10728788,99,slowkinggalar,TANK,0.94,porygon2,TANK,0.36,NEUTRAL,SWITCH->tapubulu,1.88,0.36
battle-gen9nationaldex-10728788,100,tapubulu,TANK,0.94,porygon2,TANK,0.30,VOLATILE,superpower,1.94,0.30
battle-gen9nationaldex-10728799,993,slowbro,TANK,1.00,gliscor,TANK,1.00,VOLATILE,SWITCH->gliscor,2.00,1.03
battle-gen9nationaldex-10728799,994,gliscor,TANK,1.00,corviknight,TANK,0.03,OFFENSIVE_DIS,SWITCH->slowbro,2.00,1.03
battle-gen9nationaldex-10728799,995,slowbro,TANK,1.00,gliscor,TANK,1.00,VOLATILE,SWITCH->gliscor,2.00,1.03
battle-gen9nationaldex-10728799,996,gliscor,TANK,1.00,corviknight,TANK,0.03,OFFENSIVE_DIS,SWITCH->slowbro,2.00,1.03
battle-gen9nationaldex-10728799,997,slowbro,TANK,1.00,gliscor,TANK,1.00,VOLATILE,SWITCH->gliscor,2.00,1.03
battle-gen9nationaldex-10728799,998,gliscor,TANK,1.00,corviknight,TANK,0.03,OFFENSIVE_DIS,SWITCH->slowbro,2.00,1.03
battle-gen9nationaldex-10728799,999,slowbro,TANK,1.00,gliscor,TANK,1.00,VOLATILE,SWITCH->gliscor,2.00,1.03
battle-gen9nationaldex-10728799,1000,gliscor,TANK,1.00,corviknight,TANK,0.03,OFFENSIVE_DIS,SWITCH->slowbro,2.00,1.03
battle-gen9nationaldex-10728856,107,heatran,TANK,0.72,mandibuzz,TANK,0.21,NEUTRAL,magmastorm,0.72,2.00
battle-gen9nationaldex-10728856,108,heatran,TANK,0.58,mandibuzz,TANK,0.21,NEUTRAL,magmastorm,0.58,2.00
battle-gen9nationaldex-10728856,109,heatran,TANK,0.64,quagsire,TANK,0.33,DEFENSIVE_DIS,magmastorm,0.64,1.79
battle-gen9nationaldex-10728856,110,heatran,TANK,0.70,umbreon,TANK,0.63,NEUTRAL,stealthrock,0.70,1.42
battle-gen9nationaldex-10728856,111,heatran,TANK,0.58,umbreon,TANK,0.56,NEUTRAL,stealthrock,0.58,1.35
battle-gen9nationaldex-10728856,112,heatran,TANK,0.44,umbreon,TANK,0.50,NEUTRAL,stealthrock,0.44,1.29
battle-gen9nationaldex-10728856,113,heatran,TANK,0.30,umbreon,TANK,0.44,NEUTRAL,stealthrock,0.30,1.23
battle-gen9nationaldex-10728856,114,heatran,TANK,0.16,umbreon,TANK,0.37,NEUTRAL,stealthrock,0.16,1.16
battle-gen9nationaldex-10728863,112,florges,TANK,1.00,slowkinggalar,TANK,1.00,CRITICAL_DIS,defog,1.00,1.00
battle-gen9nationaldex-10728863,113,florges,TANK,1.00,slowkinggalar,TANK,1.00,CRITICAL_DIS,defog,1.00,1.00
battle-gen9nationaldex-10728863,114,florges,TANK,1.00,slowkinggalar,TANK,1.00,CRITICAL_DIS,defog,1.00,1.00
battle-gen9nationaldex-10728863,115,florges,TANK,1.00,slowkinggalar,TANK,1.00,CRITICAL_DIS,defog,1.00,1.00
battle-gen9nationaldex-10728863,116,florges,TANK,1.00,slowkinggalar,TANK,1.00,CRITICAL_DIS,defog,1.00,1.00
battle-gen9nationaldex-10728863,117,florges,TANK,0.92,slowkinggalar,TANK,0.75,CRITICAL_DIS,synthesis,0.92,0.75
battle-gen9nationaldex-10728863,118,florges,TANK,0.92,slowkinggalar,TANK,0.50,CRITICAL_DIS,synthesis,0.92,0.50
battle-gen9nationaldex-10728863,119,florges,TANK,0.92,slowkinggalar,TANK,0.25,CRITICAL_DIS,defog,0.92,0.25
battle-gen9nationaldex-10728904,121,toxapex,TANK,0.57,toxapex,TANK,0.95,STALEMATE,toxic,0.57,2.06
battle-gen9nationaldex-10728904,122,toxapex,TANK,0.57,clefable,TANK,0.42,DEFENSIVE_ADV,toxic,0.57,2.00
battle-gen9nationaldex-10728904,123,toxapex,TANK,0.57,toxapex,TANK,0.95,STALEMATE,toxic,0.57,2.00
battle-gen9nationaldex-10728904,124,toxapex,TANK,0.57,clefable,TANK,0.36,DEFENSIVE_ADV,toxic,0.57,1.94
battle-gen9nationaldex-10728904,125,toxapex,TANK,0.57,toxapex,TANK,0.95,STALEMATE,toxic,0.57,1.94
battle-gen9nationaldex-10728904,126,toxapex,TANK,0.57,clefable,TANK,0.30,DEFENSIVE_ADV,toxic,0.57,1.88
battle-gen9nationaldex-10728904,127,toxapex,TANK,0.57,toxapex,TANK,0.95,STALEMATE,struggle,0.57,1.88
battle-gen9nationaldex-10728904,128,toxapex,TANK,0.32,steelixmega,TANK,0.62,VOLATILE,struggle,0.32,1.87
battle-gen9nationaldex-10729023,97,quagsire,TANK,1.00,gliscor,TANK,1.00,OFFENSIVE_DIS,recover,1.00,1.00
battle-gen9nationaldex-10729023,98,quagsire,TANK,1.00,gliscor,TANK,1.00,OFFENSIVE_DIS,recover,1.00,1.00
battle-gen9nationaldex-10729023,99,quagsire,TANK,1.00,gliscor,TANK,1.00,OFFENSIVE_DIS,toxic,1.00,1.00
battle-gen9nationaldex-10729023,100,quagsire,TANK,0.84,gliscor,TANK,1.00,OFFENSIVE_DIS,toxic,0.84,1.00
battle-gen9nationaldex-10729023,101,quagsire,TANK,0.69,gliscor,TANK,1.00,OFFENSIVE_DIS,toxic,0.69,1.00
battle-gen9nationaldex-10729023,102,quagsire,TANK,0.53,gliscor,TANK,1.00,OFFENSIVE_DIS,toxic,0.53,1.00
battle-gen9nationaldex-10729023,103,quagsire,TANK,0.37,gliscor,TANK,1.00,OFFENSIVE_DIS,toxic,0.37,1.00
battle-gen9nationaldex-10729023,104,quagsire,TANK,0.20,gliscor,TANK,1.00,OFFENSIVE_DIS,toxic,0.20,1.00
battle-gen9nationaldex-10729032,93,gliscor,TANK,1.00,gliscor,TANK,1.00,OFFENSIVE_DIS,toxic,1.00,1.00
battle-gen9nationaldex-10729032,94,gliscor,TANK,1.00,gliscor,TANK,1.00,OFFENSIVE_DIS,struggle,1.00,1.00
battle-gen9nationaldex-10729032,95,gliscor,TANK,0.88,gliscor,TANK,1.00,OFFENSIVE_DIS,struggle,0.88,1.00
battle-gen9nationaldex-10729032,96,gliscor,TANK,0.75,gliscor,TANK,1.00,OFFENSIVE_DIS,struggle,0.75,1.00
battle-gen9nationaldex-10729032,97,gliscor,TANK,0.62,gliscor,TANK,1.00,OFFENSIVE_DIS,struggle,0.62,1.00
battle-gen9nationaldex-10729032,98,gliscor,TANK,0.50,gliscor,TANK,1.00,OFFENSIVE_DIS,struggle,0.50,1.00
battle-gen9nationaldex-10729032,99,gliscor,TANK,0.38,gliscor,TANK,1.00,OFFENSIVE_DIS,struggle,0.38,1.00
battle-gen9nationaldex-10729032,100,gliscor,TANK,0.25,gliscor,TANK,1.00,OFFENSIVE_DIS,struggle,0.25,1.00
battle-gen9nationaldex-10729059,76,clefable,TANK,0.49,blissey,TANK,0.94,NEUTRAL,softboiled,0.49,1.94
battle-gen9nationaldex-10729059,77,clefable,TANK,0.80,blissey,TANK,0.94,NEUTRAL,stealthrock,0.80,1.94
battle-gen9nationaldex-10729059,78,clefable,TANK,0.61,blissey,TANK,0.94,NEUTRAL,stealthrock,0.61,1.94
battle-gen9nationaldex-10729059,79,clefable,TANK,0.41,blissey,TANK,0.94,NEUTRAL,softboiled,0.41,1.94
battle-gen9nationaldex-10729059,80,clefable,TANK,0.72,blissey,TANK,0.94,NEUTRAL,stealthrock,0.72,1.94
battle-gen9nationaldex-10729059,81,clefable,TANK,0.53,blissey,TANK,0.94,NEUTRAL,stealthrock,0.53,1.94
battle-gen9nationaldex-10729059,82,clefable,TANK,0.34,blissey,TANK,0.94,NEUTRAL,moonblast,0.34,1.94
battle-gen9nationaldex-10729059,83,clefable,TANK,0.14,blissey,TANK,0.85,NEUTRAL,moonblast,0.14,1.85
battle-gen9nationaldex-10729079,84,donphan,TANK,1.00,garchomp,TANK,0.94,NEUTRAL,stealthrock,1.77,1.96
battle-gen9nationaldex-10729079,85,donphan,TANK,1.00,garchomp,TANK,0.94,NEUTRAL,stealthrock,1.77,1.96
battle-gen9nationaldex-10729079,86,donphan,TANK,1.00,garchomp,TANK,0.94,NEUTRAL,knockoff,1.77,1.96
battle-gen9nationaldex-10729079,87,donphan,TANK,0.88,garchomp,TANK,0.72,NEUTRAL,knockoff,1.65,1.74
battle-gen9nationaldex-10729079,88,donphan,TANK,0.88,mantine,TANK,0.46,DEFENSIVE_DIS,knockoff,1.65,1.20
battle-gen9nationaldex-10729079,89,donphan,TANK,0.75,garchomp,TANK,0.44,NEUTRAL,knockoff,1.53,0.92
battle-gen9nationaldex-10729079,90,donphan,TANK,0.75,garchomp,TANK,0.37,NEUTRAL,knockoff,1.53,0.37
battle-gen9nationaldex-10729079,91,donphan,TANK,0.63,garchomp,TANK,0.13,NEUTRAL,earthquake,1.40,0.13
battle-gen9nationaldex-10729087,119,poliwrath,TANK,1.00,toxapex,TANK,0.56,NEUTRAL,struggle,1.00,0.56
battle-gen9nationaldex-10729087,120,poliwrath,TANK,1.00,toxapex,TANK,0.53,NEUTRAL,struggle,1.00,0.53
battle-gen9nationaldex-10729087,121,poliwrath,TANK,0.99,toxapex,TANK,0.49,NEUTRAL,struggle,0.99,0.49
battle-gen9nationaldex-10729087,122,poliwrath,TANK,0.99,toxapex,TANK,0.47,NEUTRAL,struggle,0.99,0.47
battle-gen9nationaldex-10729087,123,poliwrath,TANK,1.00,toxapex,TANK,0.53,NEUTRAL,struggle,1.00,0.53
battle-gen9nationaldex-10729087,124,poliwrath,TANK,0.75,toxapex,TANK,0.50,NEUTRAL,struggle,0.75,0.50
battle-gen9nationaldex-10729087,125,poliwrath,TANK,0.50,toxapex,TANK,0.47,NEUTRAL,struggle,0.50,0.47
battle-gen9nationaldex-10729087,126,poliwrath,TANK,0.25,toxapex,TANK,0.45,NEUTRAL,struggle,0.25,0.45
battle-gen9nationaldex-10729095,120,gliscor,TANK,1.00,gliscor,TANK,1.00,OFFENSIVE_DIS,defog,1.00,2.14
battle-gen9nationaldex-10729095,121,gliscor,TANK,1.00,heatran,TANK,1.00,OFFENSIVE_ADV,struggle,1.00,2.14
battle-gen9nationaldex-10729095,122,gliscor,TANK,0.88,gliscor,TANK,1.00,OFFENSIVE_DIS,struggle,0.88,2.14
battle-gen9nationaldex-10729095,123,gliscor,TANK,0.75,sableyemega,TANK,0.06,NEUTRAL,struggle,0.75,2.06
battle-gen9nationaldex-10729095,124,gliscor,TANK,0.62,gliscor,TANK,1.00,OFFENSIVE_DIS,struggle,0.62,2.06
battle-gen9nationaldex-10729095,125,gliscor,TANK,0.50,heatran,TANK,0.97,OFFENSIVE_ADV,struggle,0.50,2.03
battle-gen9nationaldex-10729095,126,gliscor,TANK,0.38,gliscor,TANK,1.00,OFFENSIVE_DIS,struggle,0.38,2.03
battle-gen9nationaldex-10729095,127,gliscor,TANK,0.25,gliscor,TANK,1.00,OFFENSIVE_DIS,struggle,0.25,1.97
battle-gen9nationaldex-10729171,115,toxapex,TANK,0.89,slowkinggalar,TANK,0.88,DEFENSIVE_DIS,haze,0.89,1.90
battle-gen9nationaldex-10729171,116,toxapex,TANK,0.89,heatran,TANK,1.00,VOLATILE,haze,0.89,1.90
battle-gen9nationaldex-10729171,117,toxapex,TANK,0.28,slowkinggalar,TANK,0.94,DEFENSIVE_DIS,recover,0.28,1.96
battle-gen9nationaldex-10729171,118,toxapex,TANK,0.78,slowkinggalar,TANK,0.88,DEFENSIVE_DIS,recover,0.78,1.90
battle-gen9nationaldex-10729171,119,toxapex,TANK,1.00,heatran,TANK,1.00,VOLATILE,haze,1.00,1.90
battle-gen9nationaldex-10729171,120,toxapex,TANK,0.46,slowkinggalar,TANK,0.94,DEFENSIVE_DIS,haze,0.46,1.96
battle-gen9nationaldex-10729171,121,toxapex,TANK,0.46,slowkinggalar,TANK,0.88,DEFENSIVE_DIS,haze,0.46,1.90
battle-gen9nationaldex-10729171,122,toxapex,TANK,0.46,slowkinggalar,TANK,0.82,DEFENSIVE_DIS,haze,0.46,1.84
battle-gen9nationaldex-10729182,88,slowbro,TANK,1.00,latias,TANK,0.23,OFFENSIVE_DIS,trickroom,2.65,0.23
battle-gen9nationaldex-10729182,89,slowbro,TANK,1.00,latias,TANK,0.23,OFFENSIVE_DIS,trickroom,2.65,0.23
battle-gen9nationaldex-10729182,90,slowbro,TANK,1.00,latias,TANK,0.23,OFFENSIVE_DIS,trickroom,2.65,0.23
battle-gen9nationaldex-10729182,91,slowbro,TANK,1.00,latias,TANK,0.23,OFFENSIVE_DIS,trickroom,2.65,0.23
battle-gen9nationaldex-10729182,92,slowbro,TANK,1.00,latias,TANK,0.23,OFFENSIVE_DIS,trickroom,2.65,0.23
battle-gen9nationaldex-10729182,93,slowbro,TANK,1.00,latias,TANK,0.23,OFFENSIVE_DIS,SWITCH->gliscor,2.65,0.23
battle-gen9nationaldex-10729182,94,gliscor,TANK,1.00,latias,TANK,0.23,NEUTRAL,SWITCH->porygon2,2.65,0.23
battle-gen9nationaldex-10729182,95,porygon2,TANK,0.65,latias,TANK,0.23,VOLATILE,icebeam,2.65,0.23
battle-gen9nationaldex-10729212,117,reuniclus,TANK,0.69,slowkinggalar,TANK,0.92,NEUTRAL,recover,0.69,0.92
battle-gen9nationaldex-10729212,118,reuniclus,TANK,0.67,slowkinggalar,TANK,0.92,NEUTRAL,recover,0.67,0.92
battle-gen9nationaldex-10729212,119,reuniclus,TANK,0.69,slowkinggalar,TANK,0.92,NEUTRAL,recover,0.69,0.92
battle-gen9nationaldex-10729212,120,reuniclus,TANK,0.90,slowkinggalar,TANK,0.92,NEUTRAL,psyshock,0.90,0.92
battle-gen9nationaldex-10729212,121,reuniclus,TANK,0.59,slowkinggalar,TANK,0.44,NEUTRAL,recover,0.59,0.44
battle-gen9nationaldex-10729212,122,reuniclus,TANK,0.77,slowkinggalar,TANK,0.44,NEUTRAL,recover,0.77,0.44
battle-gen9nationaldex-10729212,123,reuniclus,TANK,0.70,slowkinggalar,TANK,0.44,NEUTRAL,recover,0.70,0.44
battle-gen9nationaldex-10729212,124,reuniclus,TANK,0.90,slowkinggalar,TANK,0.44,NEUTRAL,psyshock,0.90,0.44
battle-gen9nationaldex-10729223,75,hippowdon,TANK,0.72,landorustherian,SWEEPER,0.04,OFFENSIVE_DIS,slackoff,2.30,0.82
battle-gen9nationaldex-10729223,76,hippowdon,TANK,1.00,audinomega,TANK,0.53,NEUTRAL,SWITCH->corviknight,2.58,0.64
battle-gen9nationaldex-10729223,77,corviknight,TANK,0.65,urshifurapidstrike,UTILITY,0.01,OFFENSIVE_ADV,uturn,2.65,0.58
battle-gen9nationaldex-10729223,78,corviknight,TANK,0.67,audinomega,TANK,0.40,NEUTRAL,SWITCH->slowbro,2.67,0.41
battle-gen9nationaldex-10729223,79,slowbro,TANK,0.83,audinomega,TANK,0.24,DEFENSIVE_DIS,scald,2.50,0.25
battle-gen9nationaldex-10729223,80,slowbro,TANK,0.83,audinomega,TANK,0.11,DEFENSIVE_DIS,scald,2.50,0.11
battle-gen9nationaldex-10729223,81,slowbro,TANK,0.83,audinomega,TANK,0.11,DEFENSIVE_DIS,scald,2.50,0.11
battle-gen9nationaldex-10729223,82,slowbro,TANK,0.83,audinomega,TANK,0.11,DEFENSIVE_DIS,scald,2.50,0.11
battle-gen9nationaldex-10729228,124,corviknight,TANK,1.00,porygon2,TANK,0.88,NEUTRAL,bravebird,1.00,1.66
battle-gen9nationaldex-10729228,125,corviknight,TANK,0.83,porygon2,TANK,0.58,NEUTRAL,bravebird,0.83,1.36
battle-gen9nationaldex-10729228,126,corviknight,TANK,0.66,slowbro,TANK,0.80,OFFENSIVE_ADV,uturn,0.66,1.38
battle-gen9nationaldex-10729228,127,corviknight,TANK,0.56,porygon2,TANK,0.52,NEUTRAL,bravebird,0.56,1.14
battle-gen9nationaldex-10729228,128,corviknight,TANK,0.55,porygon2,TANK,0.73,NEUTRAL,bravebird,0.55,1.35
battle-gen9nationaldex-10729228,129,corviknight,TANK,0.54,porygon2,TANK,0.92,NEUTRAL,bravebird,0.54,1.54
battle-gen9nationaldex-10729228,130,corviknight,TANK,0.33,slowbro,TANK,0.63,OFFENSIVE_ADV,uturn,0.33,1.55
battle-gen9nationaldex-10729228,131,corviknight,TANK,0.23,porygon2,TANK,0.86,NEUTRAL,bravebird,0.23,1.32
battle-gen9nationaldex-10729264,87,toxapex,TANK,1.00,slowkinggalar,TANK,0.94,DEFENSIVE_DIS,haze,1.00,1.23
battle-gen9nationaldex-10729264,88,toxapex,TANK,1.00,slowkinggalar,TANK,0.94,DEFENSIVE_DIS,haze,1.00,1.23
battle-gen9nationaldex-10729264,89,toxapex,TANK,0.45,slowkinggalar,TANK,0.94,DEFENSIVE_DIS,recover,0.45,1.23
battle-gen9nationaldex-10729264,90,toxapex,TANK,1.00,slowkinggalar,TANK,0.94,DEFENSIVE_DIS,haze,1.00,1.23
battle-gen9nationaldex-10729264,91,toxapex,TANK,1.00,slowkinggalar,TANK,0.94,DEFENSIVE_DIS,haze,1.00,1.23
battle-gen9nationaldex-10729264,92,toxapex,TANK,0.47,slowkinggalar,TANK,0.94,DEFENSIVE_DIS,recover,0.47,1.23
battle-gen9nationaldex-10729264,93,toxapex,TANK,1.00,slowkinggalar,TANK,0.94,DEFENSIVE_DIS,haze,1.00,1.23
battle-gen9nationaldex-10729264,94,toxapex,TANK,0.95,slowkinggalar,TANK,0.94,DEFENSIVE_DIS,haze,0.95,1.23
battle-gen9nationaldex-10729307,87,pecharunt,TANK,1.00,tapubulu,TANK,0.49,DOMINANT,partingshot,1.00,1.37
battle-gen9nationaldex-10729307,88,pecharunt,TANK,1.00,slowkinggalar,TANK,0.88,VOLATILE,shadowball,1.00,1.37
battle-gen9nationaldex-10729307,89,pecharunt,TANK,1.00,tapubulu,TANK,0.28,DOMINANT,partingshot,1.00,1.16
battle-gen9nationaldex-10729307,90,pecharunt,TANK,1.00,slowkinggalar,TANK,0.94,VOLATILE,shadowball,1.00,1.22
battle-gen9nationaldex-10729307,91,pecharunt,TANK,1.00,slowkinggalar,TANK,0.88,VOLATILE,shadowball,1.00,0.88
battle-gen9nationaldex-10729307,92,pecharunt,TANK,1.00,slowkinggalar,TANK,0.71,VOLATILE,shadowball,1.00,0.71
battle-gen9nationaldex-10729307,93,pecharunt,TANK,1.00,slowkinggalar,TANK,0.55,VOLATILE,shadowball,1.00,0.55
battle-gen9nationaldex-10729307,94,pecharunt,TANK,0.04,slowkinggalar,TANK,0.32,VOLATILE,shadowball,0.04,0.32
battle-gen9nationaldex-10729327,89,tapubulu,TANK,1.00,deoxysdefense,TANK,0.09,NEUTRAL,superpower,2.00,0.49
battle-gen9nationaldex-10729327,90,tapubulu,TANK,1.00,venusaur,TANK,0.40,CRITICAL_DIS,hornleech,2.00,0.40
battle-gen9nationaldex-10729327,91,tapubulu,TANK,0.93,venusaur,TANK,0.22,CRITICAL_DIS,hornleech,1.93,0.22
battle-gen9nationaldex-10729327,92,tapubulu,TANK,0.72,venusaur,TANK,0.22,CRITICAL_DIS,hornleech,1.72,0.22
battle-gen9nationaldex-10729327,93,tapubulu,TANK,0.37,venusaur,TANK,0.30,CRITICAL_DIS,hornleech,1.37,0.30
battle-gen9nationaldex-10729327,94,tapubulu,TANK,0.16,venusaur,TANK,0.31,CRITICAL_DIS,hornleech,1.16,0.31
battle-gen9nationaldex-10729327,94,tapubulu,TANK,0.00,venusaur,TANK,0.30,CRITICAL_DIS,SWITCH->slowkinggalar,1.00,0.30
battle-gen9nationaldex-10729327,95,slowkinggalar,TANK,0.88,venusaur,TANK,0.30,VOLATILE,flamethrower,0.88,0.30
battle-gen9nationaldex-10729369,96,slowbro,TANK,1.00,latias,TANK,0.23,OFFENSIVE_DIS,trickroom,2.36,0.23
battle-gen9nationaldex-10729369,97,slowbro,TANK,1.00,latias,TANK,0.23,OFFENSIVE_DIS,trickroom,2.36,0.23
battle-gen9nationaldex-10729369,98,slowbro,TANK,1.00,latias,TANK,0.23,OFFENSIVE_DIS,trickroom,2.36,0.23
battle-gen9nationaldex-10729369,99,slowbro,TANK,1.00,latias,TANK,0.23,OFFENSIVE_DIS,trickroom,2.36,0.23
battle-gen9nationaldex-10729369,100,slowbro,TANK,1.00,latias,TANK,0.23,OFFENSIVE_DIS,trickroom,2.36,0.23
battle-gen9nationaldex-10729369,101,slowbro,TANK,1.00,latias,TANK,0.23,OFFENSIVE_DIS,SWITCH->gliscor,2.36,0.23
battle-gen9nationaldex-10729369,102,gliscor,TANK,1.00,latias,TANK,0.23,NEUTRAL,SWITCH->porygon2,2.36,0.23
battle-gen9nationaldex-10729369,103,porygon2,TANK,0.36,latias,TANK,0.23,VOLATILE,icebeam,2.36,0.23
battle-gen9nationaldex-10729394,97,corviknight,TANK,1.00,corviknight,TANK,0.89,STALEMATE,defog,1.00,0.89
battle-gen9nationaldex-10729394,98,corviknight,TANK,1.00,corviknight,TANK,0.89,STALEMATE,defog,1.00,0.89
battle-gen9nationaldex-10729394,99,corviknight,TANK,1.00,corviknight,TANK,0.89,STALEMATE,defog,1.00,0.89
